hatespeech,index
شاء التفاتة جدية الشمال نحتاج الاعتبار الاقل الصخة,0
شاء التقدير الهطيف,0
شاء التونسين وجميع,0
شاء الجمعتين يتعداو اكهو,0
شاء الدرويش مشرفة لمثقف بغض اختلافاتنا الفكرية نقاشو ريني اثبت يغرد احيانا السرب اعتهذار الاقل الهي يتلونوا الارياح مكسب لقناة وشكيب اختلاف وتناقض,0
شاء الديك الجمهور جرتو,0
شاء الديك جرتو,0
شاء الطاقم بضمير كيفكهو يوخروش الشدة يعاملو سواسيا وخاصة الهي يحفظنا,0
شاء الهمايكونش ويعديلنا وزيرنا الغالي,0
شاء الهمج وداتكم توصلنا,0
شاء الهمحلا,0
شاء الهموش تمنعنا شاء وقادر,0
شاء الهموفق مشوارك واحلى راجلي,0
شاء باذن نقذو,0
شاء باركلك المجهود وفريق التوفيق شاء بخير,0
شاء بالتوفيق,0
شاء بالتوفيق حفظكم ورعاكم,0
شاء بالتوفيقحفظكم ورعاكم,0
شاء بتوفيق بالمسلسلات,0
شاء بنشاط حيويت,0
شاء بنشاطه حيويته,0
شاء تاقف المشروع ماتخليش الاتحاد يتحكموا,0
شاء تحياتي اختي الكريمة,0
شاء تنقسوا,1
شاء جابولنا,0
شاء جابولنا لاااا للواط,0
شاء دعواتنا بالصحة والعافية,0
شاء دكتورنا,0
شاء ستسيطر,0
شاء ستمر الايام العصيبة ستشرق الشمس,0
شاء صحتك,0
شاء عالية موزون,0
شاء عيشوش واصلي,0
شاء قمة التواضع,0
شاء كة ويشوف المستشيفيات ويطور,0
شاء لعزيزة,0
شاء مايكونش ويعديلنا وزيرنا الغالي,0
شاء مبروووووووك,0
شاء متاز,0
شاء مثلة,0
شاء مجهوداتكم توصلنا,0
شاء مرتو,0
شاء مزيد تالق,0
شاء ممثلة,0
شاء منورة,0
شاء مؤثرة,0
شاء موفق مشوارك واحلى راجلي,0
شاء ميزان حسناتك,0
شاء نتيجة البروفسور بوناطيرو شاء نتيجة اجابية شفاء لعالمين,0
شاء نغلبو وترجع الغالي كيما,0
شاء والخيانة,0
شاء وصورة احلى الاصوات الهي,0
شاء وصورة احلى الاصوات سمعتها,0
شاء وقوية برجال يقويك وجزاك,0
شاء وقوية برجال يقويكهويوفقك وجزاك,0
شاء ولدك تاو تحز,1
شاء ويحفظكم,0
شاء يحفظكم خوتنا السلامة شاء,0
شاء يحفظكم خوتنا بيكم,0
شاء يحفظنا يرفع بقدرة شاء,0
شاء يحينا ونشوفو تونسنا الجديدة وبقية سيغيرون الافضل الهطيف,0
شاء يخليو الانظار يثبتو ويحفضو لخروج بابالكبير الكورونة,0
شاء يرفع والوباء ويبلغنا فاقدين مفقودين يااارب,0
شاء يشفي,0
شاء يعينكم,0
شاء يفضل,0
شاء يفضلهالك,0
شاء يفضلهم لبوهم كعيبة,0
شاء يفضلهم لبوهم هاجر كعيبة,0
شاء يكونوا لابسين ومحمين يرحمنا والراحمون يرحمهم,0
شاءالله,0
شاءالله بالتوفيق ونجاح,0
شاااارف,1
شابة شقاعد,0
شارع المستك ينجمش,1
شارع باها المفروض تجيبوا الطرف,1
شاركت,0
شاركت والحمد,0
شاعر بالمسؤولية الملقات,0
شافو ناجحة يعبدوها المعبود يكوهوك,1
شاكة,1
شالا متالق جعفور,0
شامير والطحين قصة عشق تنتهي,1
شان التمثيل شاء الهمن,0
شان التمثيل معاها شاء,0
شايب التركينة,1
شايف,1
شبابنا يحتاج نعطيو الثقة,0
شباها اسئلتك طحت ذكرتني بعهد تعفسو تطيحو,1
شبع يعتيكم,0
شبعان وعينوا مليانة رغم والفقر والنفوس ويستحق اعلى وسام يكثر,0
شبعة,0
شبعة وخمج تفووه,1
شبعتوش بالبخس ارخصكم,1
شبعه يعتيكم هههههههههه,0
شبها,1
شبو,0
شبيكم لعمال مليار مليار اعاون,0
شبيه,1
شبيه طحان كرافاة,1
شبيه غريبة,1
شبيه يسترجل ويحكي,1
شبيه يعطيع براس طردوه,1
شبيه يعطيع براس طردوه خايييييببببب,1
شبيها,1
شبيها ماسطة,1
شبيها ماشيا,1
شبيها مخها للفساد بفففففففففففففففففففففففففففففففففف,1
شتقصد عمرنا كوثر بالحاج بالعكس,0
شتقصد عمرنا مكرهناها كوثر بالحاج بالعكس نحبوها,0
شجاعا عرفناكهو وعدتنا وعدناك بغزالة ايام تكن وزيرا بالبلاد رغم العراقيل ستعترضنا,0
شحال,0
شحال تحشوفيه كيما تحبوش والرذيلة فاشقام اتفرجوا,1
شحص,1
شخصا,0
شخصية ابداع النجاح,0
شخصية توب,0
شخصية سياسية تفهم,1
شخصية صبري تحفون,0
شخصية ماسطة الحومة الشعبية لوكو قطاطس منال,1
شخصية منور,0
شخصية ناجحة,0
شدارك منتشرين الجراد الشوارع قالك لاترمي بنفسك لكة,0
شدة تزول,0
شدة وتزول العسر,0
شدة وتزول باذن,0
شدة وتزول بحول,0
شدوا,0
شدوا بيوتكم تحبوا وابناءكم,0
شدوا لقضاء الكورونة,0
شدوا نجلاء ماتكم فموا شكونوا خايفا منوا,1
شدوا نقصوا دائرة حافظا,0
شدوا واحمو ارواحكم,0
شذش,0
شراي,1
شربنا,0
شرس مكوا يشعلون شمعة افرادا قلائل اختاروا طريقا متصورين يجاري تضخم وغايات تمحص,0
شرط العازب,0
شرط العازب الهجال,0
شرعي,1
شرفت مطربة,0
شرفتنا روعة,0
شرفتوا,0
شرفتوا التونسين,0
شركات وكينوا,0
شركة الخطوط لكورونا,0
شريك,1
شطركم نقوشة معلوم ميمونة ميمونة,1
شطيح فاظن هاد اليومين الجريمة البشعة براءة الرابعة ياسين رحمه اهله,1
شعبان,0
شفافية مريڤلة,1
شفتها,1
شفتها المندرة كرز ملهط,1
شفتهم,0
شفشة,1
شفنا ماشفنا,0
شفناكش لمواطنين وزعت ادوات وصلوك لبرلمان,0
شفولنا بيرين سات,0
شفي شفي الرقم,0
شفينا العصابة المسيرات,0
شقنوسة,1
شقولك تنقص بهامة,1
شكار العروس طبال ومعرس لولد ومذيع بالقناة,0
شكراا اخلاقكم العالية,0
شكربي,0
شكرناك اقول جازاك يقويكهو,0
شكري احاسبك الاواعي,0
شكلد العالي,0
شكنحن شاء,0
شكوفقكم,0
شكونك الطيور اشكالها ونسيتي ملقييا صدورها الكرتوش ملهط,1
شكونى هالعرعور,1
شكوني,0
شكوني الشلكة اسمعتها,1
شكيبة,0
شکرا کريم الرجلة,0
شلاكاء تڨعدي,1
شلاكت,1
شلاكه,1
شلايككك ماركككك البرنمج عيفف,1
شلة الشلالة ورقاد الجبانة اللى يتفرجوا فى الرذالة,1
شلغوم شرق,0
شلقة جيبينو ومالا,1
شلكة,1
شلكة مدد هذكة حادو وله حشة رحمن,1
شليك,1
شليكة,1
شليكة جابها,1
شليكة مدد وجهه هذكا,1
شمبنزي,1
شمدخلك زبوبنا القحبة,1
شمطة,1
شملكم,0
شموس,1
شموسه هههههههههخ,0
شناق,0
شنكرهك,1
شنكرههم هرهوت,1
شنكرهو اوووووووف مله ملقاو نقابي,1
شنواااااا تهردة هاااذي,1
شنوة اسمو,0
شنوة المسطى,1
شنوة برابي,0
شنوة تفاهات,1
شنوة تقاصي,0
شنوة درجة درجة,0
شنوة قدمتوه النميمة,1
شنوة لمساطة واللساطة وجبدان عروضات,1
شنوة مستوردة,0
شنوة هالقذارة راب,1
شنوة يعتي,0
شنوة يعتيه,0
شنوة يمدوا وجوهم هالمارك,1
شنوه تقلنا,1
شنوه تقلنا هههههههه,1
شنوى,0
شنوى اسمو دواء,0
شنوى تحبي,1
شنيا,0
شنيا حكايتو,0
شنية,1
شنية اسمو,0
شهامة شكراا اخلاقكم العالية,0
شهبندر معللللللم تشوط,0
شهرة,0
شهرية نساهم,0
شوارع لحظر,0
شوارعنا,1
شورب نصبة,1
شوفلنا حكاية,0
شوفلي,0
شوفولنا المعامل اعباد,0
شومي,0
شوى,0
شىء بيه فى وتناقش,1
شيبة,0
شيبة البغل,1
شيبة باتم وهرة,0
شيبة عسل,0
شيبة محلاكم جوكم,0
شيبة مزينك لبستيك الحساد,0
شيبة نحبك,0
شيبة ولعباد لكولها تحبوا,0
شيبة وهرة,0
شيبة وهرة محلاه التراث الحلوة المنسية,0
شيبة وهف يهزك يلمك عبدك لتوا فقتش بروحك تتاكل تتشرب,1
شيبة وهف يهزك يلمك عبدك لتوا فقتش بروحك تشرب,1
شيبة يذكرنا بتراثنا,0
شيبه متالق يصنع ربوخ وهره,0
شيحكي هالابله,1
ﺷﻴﺦ ﻳﻄﻮﻝ ﻓﻲ ﻋﻤﺮﻙ,0
شيخة جعفور رديو الحصيلو مغرم,0
شيخنا,0
شيخه,0
شيطان,1
شيطان عنبوك ولديك طحان زيك,1
شيك ساماتيك شيبة,0
شيكهو ساماتيك شيبة,0
شيكهوسانباتيك,0
شيم,0
صابة,0
صاخفني,1
صادقة مميزة ماتقول مممممم يعود زواج بتونسية ديكور,0
صادقة ميزة ماتقول يعود زواج بتونسية ديكور,0
صارا الجربوعة مكشخة انستم دناديك,1
صارحو عالاقل ياخذو الاحتياطات,0
صارحوا بالارقام الصحيحة ليدركوا حجم الخطورة,0
صاعدك واتي,1
صاعقة السماء تصيب مستغفر الاستغفار,0
صافي,0
صافي بالحجج والادلة الكاذبة,1
صافي عالبرنامج اعملولو,0
صافي منطقي,0
صافي موسوعة,0
صافي نستفادو عكس سياسين,0
صافي نستفادو منهم عكس سياسين,0
صافين,1
صاقت والكلب مخليك تتعدى التل,1
صاقت ومايجيش,1
صاقط عمتلو,1
صالح شبيها قحبة متعيش القحبة متحكمها القحبة القحبة,1
صامير الطافي خدود الزكار متحيل مرتشي,1
صايب المريول بايا مستة,1
صايب زبي,1
صايمين,1
صبحي اخبار,0
صبحي هالصباح اخبار ماصحش,1
صبرك يجلطنا,1
صبعي غطستوا مختبل,0
صحة,0
صحة اشريبتكم ويعطيكم الهمحل صبيرى اشيضحك صخفني صحبو,0
صحة اشريبتكم ويعطيكم محله صبيرى اشيضحك صخفني صحبو,0
صحة افطورك عجبتني كوميديا,0
صحة التونسين امانة رقابكم الفريق,0
صحة النوم اكتشاف يدوخ,0
صحة النوم متاخرين عالم,0
صحة بلحق,0
صحة جعفر واحنا,0
صحة حقائق,0
صحة عافية القائد,0
